,name,colors,manaValue,power,toughness,text,rarity,keywords,supertypes,types,subtypes
3590,Raptor Hatchling,R,2.0,1.0,1.0,"Enrage — Whenever Raptor Hatchling is dealt damage, create a 3/3 green Dinosaur creature token with trample.",uncommon,Enrage,,Creature,Dinosaur
3591,Rigging Runner,R,1.0,1.0,1.0,"First strike
Raid — Rigging Runner enters the battlefield with a +1/+1 counter on it if you attacked this turn.",uncommon,"First strike, Raid",,Creature,"Goblin, Pirate"
3592,Rowdy Crew,R,4.0,3.0,3.0,"Trample
When Rowdy Crew enters the battlefield, draw three cards, then discard two cards at random. If two cards that share a card type are discarded this way, put two +1/+1 counters on Rowdy Crew.",mythic,Trample,,Creature,"Human, Pirate"
3593,Rummaging Goblin,R,3.0,1.0,1.0,"{T}, Discard a card: Draw a card.",common,,,Creature,"Goblin, Rogue"
3594,Storm Fleet Arsonist,R,5.0,4.0,4.0,"Raid — When Storm Fleet Arsonist enters the battlefield, if you attacked this turn, target opponent sacrifices a permanent.",uncommon,Raid,,Creature,"Orc, Pirate"
3595,Storm Fleet Pyromancer,R,5.0,3.0,2.0,"Raid — When Storm Fleet Pyromancer enters the battlefield, if you attacked this turn, Storm Fleet Pyromancer deals 2 damage to any target.",common,Raid,,Creature,"Human, Pirate, Wizard"
3596,Sun-Crowned Hunters,R,6.0,5.0,4.0,"Enrage — Whenever Sun-Crowned Hunters is dealt damage, it deals 3 damage to target opponent or planeswalker.",common,Enrage,,Creature,Dinosaur
3597,Thrash of Raptors,R,4.0,3.0,3.0,"As long as you control another Dinosaur, Thrash of Raptors gets +2/+0 and has trample.",common,,,Creature,Dinosaur
3598,Tilonalli's Knight,R,2.0,2.0,2.0,"Whenever Tilonalli's Knight attacks, if you control a Dinosaur, Tilonalli's Knight gets +1/+1 until end of turn.",common,,,Creature,"Human, Knight"
3599,Tilonalli's Skinshifter,R,3.0,0.0,1.0,"Haste
Whenever Tilonalli's Skinshifter attacks, it becomes a copy of another target nonlegendary attacking creature until end of turn.",rare,Haste,,Creature,"Human, Shaman"
3600,Wily Goblin,R,2.0,1.0,1.0,"When Wily Goblin enters the battlefield, create a Treasure token. (It's an artifact with ""{T}, Sacrifice this artifact: Add one mana of any color."")",uncommon,,,Creature,"Goblin, Pirate"
3601,Ancient Brontodon,G,8.0,9.0,9.0,,common,,,Creature,Dinosaur
3602,Atzocan Archer,G,3.0,1.0,4.0,"Reach
When Atzocan Archer enters the battlefield, you may have it fight another target creature. (Each deals damage equal to its power to the other.)",uncommon,"Fight, Reach",,Creature,"Human, Archer"
3603,Blossom Dryad,G,3.0,2.0,2.0,{T}: Untap target land.,common,,,Creature,Dryad
3604,Carnage Tyrant,G,6.0,7.0,6.0,"This spell can't be countered.
Trample, hexproof",mythic,"Hexproof, Trample",,Creature,Dinosaur
3605,Deathgorge Scavenger,G,3.0,3.0,2.0,"Whenever Deathgorge Scavenger enters the battlefield or attacks, you may exile target card from a graveyard. If a creature card is exiled this way, you gain 2 life. If a noncreature card is exiled this way, Deathgorge Scavenger gets +1/+1 until end of turn.",rare,,,Creature,Dinosaur
3606,Deeproot Champion,G,2.0,1.0,1.0,"Whenever you cast a noncreature spell, put a +1/+1 counter on Deeproot Champion.",rare,,,Creature,"Merfolk, Shaman"
3607,Deeproot Warrior,G,2.0,2.0,2.0,"Whenever Deeproot Warrior becomes blocked, it gets +1/+1 until end of turn.",common,,,Creature,"Merfolk, Warrior"
3608,Drover of the Mighty,G,2.0,1.0,1.0,"Drover of the Mighty gets +2/+2 as long as you control a Dinosaur.
{T}: Add one mana of any color.",uncommon,,,Creature,"Human, Druid"
3609,Emperor's Vanguard,G,4.0,4.0,3.0,"Whenever Emperor's Vanguard deals combat damage to a player, it explores. (Reveal the top card of your library. Put that card into your hand if it's a land. Otherwise, put a +1/+1 counter on this creature, then put the card back or put it into your graveyard.)",rare,Explore,,Creature,"Human, Scout"
3610,Grazing Whiptail,G,4.0,3.0,4.0,Reach,common,Reach,,Creature,Dinosaur
3611,Ixalli's Diviner,G,2.0,0.0,3.0,"When Ixalli's Diviner enters the battlefield, it explores. (Reveal the top card of your library. Put that card into your hand if it's a land. Otherwise, put a +1/+1 counter on this creature, then put the card back or put it into your graveyard.)",common,Explore,,Creature,"Human, Druid"
3612,Ixalli's Keeper,G,2.0,2.0,2.0,"{7}{G}, {T}, Sacrifice Ixalli's Keeper: Target creature gets +5/+5 and gains trample until end of turn.",common,,,Creature,"Human, Shaman"
3613,Jade Guardian,G,4.0,2.0,2.0,"Hexproof (This creature can't be the target of spells or abilities your opponents control.)
When Jade Guardian enters the battlefield, put a +1/+1 counter on target Merfolk you control.",common,Hexproof,,Creature,"Merfolk, Shaman"
3614,Jungle Delver,G,1.0,1.0,1.0,{3}{G}: Put a +1/+1 counter on Jungle Delver.,common,,,Creature,"Merfolk, Warrior"
3615,Kumena's Speaker,G,1.0,1.0,1.0,Kumena's Speaker gets +1/+1 as long as you control another Merfolk or an Island.,uncommon,,,Creature,"Merfolk, Shaman"
3616,Merfolk Branchwalker,G,2.0,2.0,1.0,"When Merfolk Branchwalker enters the battlefield, it explores. (Reveal the top card of your library. Put that card into your hand if it's a land. Otherwise, put a +1/+1 counter on this creature, then put the card back or put it into your graveyard.)",uncommon,Explore,,Creature,"Merfolk, Scout"
3617,Old-Growth Dryads,G,1.0,3.0,3.0,"When Old-Growth Dryads enters the battlefield, each opponent may search their library for a basic land card, put it onto the battlefield tapped, then shuffle.",rare,,,Creature,Dryad
3618,Ranging Raptors,G,3.0,2.0,3.0,"Enrage — Whenever Ranging Raptors is dealt damage, you may search your library for a basic land card, put it onto the battlefield tapped, then shuffle.",uncommon,Enrage,,Creature,Dinosaur
3619,Ravenous Daggertooth,G,3.0,3.0,2.0,"Enrage — Whenever Ravenous Daggertooth is dealt damage, you gain 2 life.",common,Enrage,,Creature,Dinosaur
3620,Ripjaw Raptor,G,4.0,4.0,5.0,"Enrage — Whenever Ripjaw Raptor is dealt damage, draw a card.",rare,Enrage,,Creature,Dinosaur
3621,Snapping Sailback,G,5.0,4.0,4.0,"Flash
Enrage — Whenever Snapping Sailback is dealt damage, put a +1/+1 counter on it. (It must survive the damage to get the counter.)",uncommon,"Enrage, Flash",,Creature,Dinosaur
3622,Spike-Tailed Ceratops,G,5.0,4.0,4.0,Spike-Tailed Ceratops can block an additional creature each combat.,common,,,Creature,Dinosaur
3623,Thundering Spineback,G,7.0,5.0,5.0,"Other Dinosaurs you control get +1/+1.
{5}{G}: Create a 3/3 green Dinosaur creature token with trample.",uncommon,,,Creature,Dinosaur
3624,Tishana's Wayfinder,G,3.0,2.0,2.0,"When Tishana's Wayfinder enters the battlefield, it explores. (Reveal the top card of your library. Put that card into your hand if it's a land. Otherwise, put a +1/+1 counter on this creature, then put the card back or put it into your graveyard.)",common,Explore,,Creature,"Merfolk, Scout"
3625,Verdant Sun's Avatar,G,7.0,5.0,5.0,"Whenever Verdant Sun's Avatar or another creature enters the battlefield under your control, you gain life equal to that creature's toughness.",rare,,,Creature,"Dinosaur, Avatar"
3626,Vineshaper Mystic,G,3.0,1.0,3.0,"When Vineshaper Mystic enters the battlefield, put a +1/+1 counter on each of up to two target Merfolk you control.",uncommon,,,Creature,"Merfolk, Shaman"
3627,Waker of the Wilds,G,4.0,3.0,3.0,{X}{G}{G}: Put X +1/+1 counters on target land you control. That land becomes a 0/0 Elemental creature with haste. It's still a land.,rare,,,Creature,"Merfolk, Shaman"
3628,Wildgrowth Walker,G,2.0,1.0,3.0,"Whenever a creature you control explores, put a +1/+1 counter on Wildgrowth Walker and you gain 3 life.",uncommon,,,Creature,Elemental
3629,Admiral Beckett Brass,"B, R, U",4.0,3.0,3.0,"Other Pirates you control get +1/+1.
At the beginning of your end step, gain control of target nonland permanent controlled by a player who was dealt combat damage by three or more Pirates this turn.",mythic,,Legendary,Creature,"Human, Pirate"
3630,Belligerent Brontodon,"G, W",7.0,4.0,6.0,Each creature you control assigns combat damage equal to its toughness rather than its power.,uncommon,,,Creature,Dinosaur
3631,Deadeye Plunderers,"B, U",5.0,3.0,3.0,"Deadeye Plunderers gets +1/+1 for each artifact you control.
{2}{U}{B}: Create a Treasure token. (It's an artifact with ""{T}, Sacrifice this artifact: Add one mana of any color."")",uncommon,,,Creature,"Human, Pirate"
3632,Dire Fleet Captain,"B, R",2.0,2.0,2.0,"Whenever Dire Fleet Captain attacks, it gets +1/+1 until end of turn for each other attacking Pirate.",uncommon,,,Creature,"Orc, Pirate"
3633,"Gishath, Sun's Avatar","G, R, W",8.0,7.0,6.0,"Vigilance, trample, haste
Whenever Gishath, Sun's Avatar deals combat damage to a player, reveal that many cards from the top of your library. Put any number of Dinosaur creature cards from among them onto the battlefield and the rest on the bottom of your library in a random order.",mythic,"Haste, Trample, Vigilance",Legendary,Creature,"Dinosaur, Avatar"
3634,Hostage Taker,"B, U",4.0,2.0,3.0,"When Hostage Taker enters the battlefield, exile another target creature or artifact until Hostage Taker leaves the battlefield. You may cast that card for as long as it remains exiled, and you may spend mana as though it were mana of any type to cast that spell.",rare,,,Creature,"Human, Pirate"
3635,Marauding Looter,"R, U",4.0,4.0,3.0,"Raid — At the beginning of your end step, if you attacked this turn, you may draw a card. If you do, discard a card.",uncommon,Raid,,Creature,"Human, Pirate"
3636,Raging Swordtooth,"G, R",5.0,5.0,5.0,"Trample
When Raging Swordtooth enters the battlefield, it deals 1 damage to each other creature.",uncommon,Trample,,Creature,Dinosaur
3637,Regisaur Alpha,"G, R",5.0,4.0,4.0,"Other Dinosaurs you control have haste.
When Regisaur Alpha enters the battlefield, create a 3/3 green Dinosaur creature token with trample.",rare,,,Creature,Dinosaur
3638,Shapers of Nature,"G, U",3.0,3.0,3.0,"{3}{G}: Put a +1/+1 counter on target creature.
{2}{U}, Remove a +1/+1 counter from a creature you control: Draw a card.",uncommon,,,Creature,"Merfolk, Shaman"
3639,Sky Terror,"R, W",2.0,2.0,2.0,"Flying, menace",uncommon,"Flying, Menace",,Creature,Dinosaur
3640,"Vona, Butcher of Magan","B, W",5.0,4.0,4.0,"Vigilance, lifelink
{T}, Pay 7 life: Destroy target nonland permanent. Activate only during your turn.",mythic,"Lifelink, Vigilance",Legendary,Creature,"Vampire, Knight"
3641,Gilded Sentinel,C,4.0,3.0,3.0,,common,,,"Artifact, Creature",Golem
3642,Jace's Sentinel,U,2.0,1.0,3.0,"As long as you control a Jace planeswalker, Jace's Sentinel gets +1/+0 and can't be blocked.",uncommon,,,Creature,"Merfolk, Warrior"
3643,Huatli's Snubhorn,W,2.0,2.0,2.0,Vigilance (Attacking doesn't cause this creature to tap.),common,Vigilance,,Creature,Dinosaur
3644,Sun-Blessed Mount,"R, W",5.0,4.0,4.0,"When Sun-Blessed Mount enters the battlefield, you may search your library and/or graveyard for a card named Huatli, Dinosaur Knight, reveal it, then put it into your hand. If you searched your library this way, shuffle.",rare,,,Creature,Dinosaur
3645,Angel of Destiny,W,5.0,2.0,6.0,"Flying, double strike
Whenever a creature you control deals combat damage to a player, you and that player each gain that much life.
At the beginning of your end step, if you have at least 15 life more than your starting life total, each player Angel of Destiny attacked this turn loses the game.",mythic,"Double strike, Flying",,Creature,"Angel, Cleric"
3646,Angelheart Protector,W,3.0,3.0,2.0,"When Angelheart Protector enters the battlefield, target creature you control gains indestructible until end of turn. (Damage and effects that say ""destroy"" don't destroy it.)",common,,,Creature,"Human, Cleric"
3647,Archon of Emeria,W,3.0,2.0,3.0,"Flying
Each player can't cast more than one spell each turn.
Nonbasic lands your opponents control enter the battlefield tapped.",rare,Flying,,Creature,Archon
3648,Attended Healer,W,4.0,2.0,3.0,"Whenever you gain life for the first time each turn, create a 1/1 white Cat creature token.
{2}{W}: Another target Cleric gains lifelink until end of turn.",uncommon,,,Creature,"Kor, Cleric"
3649,Canyon Jerboa,W,3.0,1.0,2.0,"Landfall — Whenever a land enters the battlefield under your control, creatures you control get +1/+1 until end of turn.",uncommon,Landfall,,Creature,Mouse
3650,Cliffhaven Sell-Sword,W,2.0,3.0,1.0,,common,,,Creature,"Kor, Warrior"
3651,Emeria Captain,W,4.0,1.0,1.0,"Flying, vigilance
When Emeria Captain enters the battlefield, put a +1/+1 counter on it for each creature in your party. (Your party consists of up to one each of Cleric, Rogue, Warrior, and Wizard.)",uncommon,"Flying, Vigilance",,Creature,"Angel, Warrior"
3652,Expedition Healer,W,2.0,2.0,2.0,"Vigilance
Expedition Healer has lifelink as long as you control another Cleric.",common,Vigilance,,Creature,"Kor, Cleric"
3653,Farsight Adept,W,3.0,3.0,3.0,"When Farsight Adept enters the battlefield, you and target opponent each draw a card.",common,,,Creature,"Kor, Wizard"
3654,Fearless Fledgling,W,2.0,1.0,1.0,"Landfall — Whenever a land enters the battlefield under your control, put a +1/+1 counter on Fearless Fledgling. It gains flying until end of turn.",uncommon,Landfall,,Creature,Griffin
3655,Kabira Outrider,W,4.0,3.0,3.0,"When Kabira Outrider enters the battlefield, target creature gets +1/+1 until end of turn for each creature in your party. (Your party consists of up to one each of Cleric, Rogue, Warrior, and Wizard.)",common,,,Creature,"Human, Warrior"
3656,Kitesail Cleric,W,1.0,1.0,1.0,"Kicker {2}{W} (You may pay an additional {2}{W} as you cast this spell.)
Flying
When Kitesail Cleric enters the battlefield, if it was kicked, tap up to two target creatures.",uncommon,"Flying, Kicker",,Creature,"Kor, Cleric"
3657,Kor Blademaster,W,2.0,1.0,1.0,"Double strike
Equipped Warriors you control have double strike.",uncommon,Double strike,,Creature,"Kor, Warrior"
3658,Kor Celebrant,W,3.0,1.0,4.0,"Whenever Kor Celebrant or another creature enters the battlefield under your control, you gain 1 life.",common,,,Creature,"Kor, Cleric"
3659,Legion Angel,W,4.0,4.0,3.0,"Flying
When Legion Angel enters the battlefield, you may reveal a card you own named Legion Angel from outside the game and put it into your hand.",rare,Flying,,Creature,"Angel, Warrior"
3660,Luminarch Aspirant,W,2.0,1.0,1.0,"At the beginning of combat on your turn, put a +1/+1 counter on target creature you control.",rare,,,Creature,"Human, Cleric"
3661,Makindi Ox,W,5.0,4.0,4.0,"Landfall — Whenever a land enters the battlefield under your control, tap target creature an opponent controls.",common,Landfall,,Creature,Ox
3662,Mesa Lynx,W,2.0,2.0,1.0,"As long as it's not your turn, Mesa Lynx gets +0/+2.",common,,,Creature,Cat
3663,Paired Tactician,W,3.0,3.0,2.0,"Whenever Paired Tactician and at least one other Warrior attack, put a +1/+1 counter on Paired Tactician.",uncommon,,,Creature,"Human, Warrior"
3664,Prowling Felidar,W,4.0,2.0,3.0,"Vigilance
Landfall — Whenever a land enters the battlefield under your control, put a +1/+1 counter on Prowling Felidar.",common,"Landfall, Vigilance",,Creature,"Cat, Beast"
3665,Sea Gate Banneret,W,1.0,1.0,2.0,{4}{W}: Creatures you control get +1/+1 until end of turn.,common,,,Creature,"Kor, Warrior"
3666,Shepherd of Heroes,W,5.0,3.0,4.0,"Flying
When Shepherd of Heroes enters the battlefield, you gain 2 life for each creature in your party. (Your party consists of up to one each of Cleric, Rogue, Warrior, and Wizard.)",common,Flying,,Creature,"Angel, Cleric"
3667,Skyclave Apparition,W,3.0,2.0,2.0,"When Skyclave Apparition enters the battlefield, exile up to one target nonland, nontoken permanent you don't control with mana value 4 or less.
When Skyclave Apparition leaves the battlefield, the exiled card's owner creates an X/X blue Illusion creature token, where X is the mana value of the exiled card.",rare,,,Creature,"Kor, Spirit"
3668,Skyclave Cleric,W,2.0,1.0,3.0,"When Skyclave Cleric enters the battlefield, you gain 2 life.",uncommon,,,Creature,"Kor, Cleric"
